arm,mechanism,severity,outcome,replicate,n_kept,treated_share_kept,naive,outcome_regression,ipw,aipw
hidden_confounder,confounded_assignment,1.0,visit,1,484448,0.8371858279939229,0.07129497937185098,0.03640477975704353,0.03613837572268448,0.03325326146449588
hidden_confounder,confounded_assignment,1.0,visit,2,484727,0.8369721513346688,0.07081224306017994,0.036699638152655825,0.03716864422091072,0.03380512323142787
hidden_confounder,confounded_assignment,1.0,visit,3,484620,0.8370537740910404,0.07105450214010525,0.036138365490325564,0.03555448569402975,0.03256290906325569
hidden_confounder,confounded_assignment,1.0,visit,4,485325,0.8373378663782002,0.07095416282275843,0.037769365085156006,0.03802070050601227,0.03547912281000516
hidden_confounder,confounded_assignment,1.0,visit,5,485373,0.8372426978838955,0.07085617837110204,0.03741871641210497,0.037702662317772785,0.03531022806919796
hidden_confounder,confounded_assignment,1.0,visit,6,485444,0.83693896721352,0.07081758848666225,0.03741091439106786,0.03574580064620515,0.03352015510135627
hidden_confounder,confounded_assignment,1.0,visit,7,485532,0.8378726839837539,0.0710230619376512,0.03626496576796326,0.037047470233426756,0.033744495821693594
hidden_confounder,confounded_assignment,1.0,visit,8,484850,0.8371785088171599,0.07140492883918757,0.03946992184464657,0.039094523555545255,0.03706475294358334
hidden_confounder,confounded_assignment,1.0,visit,9,485203,0.8374000160757457,0.07146307169083033,0.037788252044573034,0.03790338346411465,0.03497180342815304
hidden_confounder,confounded_assignment,1.0,visit,10,485501,0.837431848750054,0.07095276342379597,0.03884166019438362,0.03878861613064183,0.03648766892655355
hidden_confounder,confounded_assignment,1.0,visit,11,485471,0.8374980173892982,0.07184676998749938,0.04000501966354638,0.03989995723825597,0.037628157242127785
hidden_confounder,confounded_assignment,1.0,visit,12,485880,0.8372478801350127,0.07069600010709112,0.03670549056604294,0.03731886025003139,0.03452424270499233
hidden_confounder,confounded_assignment,1.0,visit,13,484102,0.8381146948370385,0.07109480506372111,0.03734193763506799,0.037903005538710156,0.035574872313230005
hidden_confounder,confounded_assignment,1.0,visit,14,484440,0.8373792420113946,0.07112277308078503,0.03764002147972678,0.036961086580074146,0.0340909462081197
hidden_confounder,confounded_assignment,1.0,visit,15,485017,0.8377335227425018,0.07130552435795172,0.0388257550102696,0.03947239870186118,0.03696277658150478
hidden_confounder,confounded_assignment,1.0,visit,16,484884,0.8375962085777217,0.07125407942152796,0.03793574080215385,0.038782063482240725,0.036026856186052635
hidden_confounder,confounded_assignment,1.0,visit,17,485735,0.8378663262890259,0.07136479232829719,0.039121848009452585,0.039752050123889236,0.03776157556420681
hidden_confounder,confounded_assignment,1.0,visit,18,485930,0.8378778836457926,0.07068396977522594,0.03680219473766083,0.03700547012122354,0.03406571690651738
hidden_confounder,confounded_assignment,1.0,visit,19,484999,0.8371646127105417,0.07157781515348775,0.03791297150897917,0.03805714318568374,0.03506840898550848
conversion_explore,confounded_assignment,1.0,conversion,0,486055,0.8373743712131343,0.005619071163401275,0.004248301216699367,0.0038792803150301224,0.0037829557500811003
conversion_explore,confounded_assignment,1.0,conversion,1,484448,0.8371858279939229,0.0056858286894076486,0.004030896034686901,0.0041810990232426385,0.004005259516073635
conversion_explore,confounded_assignment,1.0,conversion,2,484727,0.8369721513346688,0.005653040511244202,0.004308224786826675,0.004268598738364983,0.0041628503947330345
conversion_explore,confounded_assignment,1.0,conversion,3,484620,0.8370537740910404,0.005578625410013359,0.003552542486737769,0.003630289151903508,0.0032583561610214067
conversion_explore,confounded_assignment,1.0,conversion,4,485325,0.8373378663782002,0.005546548110850231,0.0031252829547319034,0.003270660264386781,0.0025748780390044902
conversion_explore,confounded_assignment,1.0,conversion,5,485373,0.8372426978838955,0.005539841139618539,0.002925061535098021,0.003242924200572532,0.002521126038460591
conversion_explore,confounded_assignment,1.0,conversion,6,485444,0.83693896721352,0.00568287252933293,0.004001469708403698,0.0041148087714256735,0.0038867870981945628
conversion_explore,confounded_assignment,1.0,conversion,7,485532,0.8378726839837539,0.005615520032416888,0.003869488430668214,0.004001031703656711,0.0035790696616267233
conversion_explore,confounded_assignment,1.0,conversion,8,484850,0.8371785088171599,0.005623447740503841,0.004219228983199719,0.004078716465534575,0.003872241112354202
conversion_explore,confounded_assignment,1.0,conversion,9,485203,0.8374000160757457,0.005681141402342212,0.0031583846389662347,0.0035705791764887645,0.0028436563604767214
conversion_explore,confounded_assignment,1.0,conversion,10,485501,0.837431848750054,0.005718226622851537,0.004446946879860356,0.004474793934936921,0.004349247991495293
conversion_explore,confounded_assignment,1.0,conversion,11,485471,0.8374980173892982,0.005619094439680578,0.003415541455707078,0.0036659425656558127,0.003142935070209744
conversion_explore,confounded_assignment,1.0,conversion,12,485880,0.8372478801350127,0.005655200012375508,0.0038615310756093817,0.0038464121386537643,0.003606621941987602
conversion_explore,confounded_assignment,1.0,conversion,13,484102,0.8381146948370385,0.005659736344027422,0.0046166087110281985,0.004704561874279971,0.004657012078787757
conversion_explore,confounded_assignment,1.0,conversion,14,484440,0.8373792420113946,0.005611270739898675,0.0037707588968326575,0.0036895634561784716,0.0033824191048238694
conversion_explore,confounded_assignment,1.0,conversion,15,485017,0.8377335227425018,0.005565741688897564,0.0032925443929835195,0.003245477954026835,0.0027293570656481752
conversion_explore,confounded_assignment,1.0,conversion,16,484884,0.8375962085777217,0.005604950276824542,0.004034826240063714,0.004150351114600863,0.0040097587732728975
conversion_explore,confounded_assignment,1.0,conversion,17,485735,0.8378663262890259,0.005589465465862462,0.003955739356130085,0.00403533933663289,0.0037570012509115353
conversion_explore,confounded_assignment,1.0,conversion,18,485930,0.8378778836457926,0.005637892698479268,0.004315576892219842,0.004200512958808419,0.004110661344161811
conversion_explore,confounded_assignment,1.0,conversion,19,484999,0.8371646127105417,0.0055412838461569025,0.00405462431277359,0.004080871946375674,0.003941012795636428
